dataset,id,fold,fold_seed
nafld,12863,5,20261009
nafld,12865,1,20261009
nafld,12867,2,20261009
nafld,12869,5,20261009
nafld,12873,4,20261009
nafld,12876,4,20261009
nafld,12879,5,20261009
nafld,12891,2,20261009
nafld,12900,5,20261009
nafld,12906,3,20261009
nafld,12909,4,20261009
nafld,12911,4,20261009
nafld,12929,2,20261009
nafld,12932,4,20261009
nafld,12938,1,20261009
nafld,12939,4,20261009
nafld,12970,1,20261009
nafld,12977,2,20261009
nafld,12982,1,20261009
nafld,13010,2,20261009
nafld,13011,1,20261009
nafld,13019,1,20261009
nafld,13026,1,20261009
nafld,13049,3,20261009
nafld,13060,5,20261009
nafld,13069,5,20261009
nafld,13103,4,20261009
nafld,13119,3,20261009
nafld,13130,3,20261009
nafld,13136,5,20261009
nafld,13140,4,20261009
nafld,13159,2,20261009
nafld,13172,1,20261009
nafld,13197,3,20261009
nafld,13199,1,20261009
nafld,13204,2,20261009
nafld,13224,2,20261009
nafld,13226,3,20261009
nafld,13228,2,20261009
nafld,13230,1,20261009
nafld,13253,5,20261009
nafld,13256,5,20261009
nafld,13266,2,20261009
nafld,13288,3,20261009
nafld,13303,5,20261009
nafld,13317,2,20261009
nafld,13328,2,20261009
nafld,13374,2,20261009
nafld,13381,1,20261009
nafld,13407,2,20261009
nafld,13409,2,20261009
nafld,13426,2,20261009
nafld,13429,1,20261009
nafld,13440,3,20261009
nafld,13441,3,20261009
nafld,13445,3,20261009
nafld,13450,1,20261009
nafld,13471,1,20261009
nafld,13496,3,20261009
nafld,13527,4,20261009
nafld,13540,3,20261009
nafld,13542,3,20261009
nafld,13547,1,20261009
nafld,13558,5,20261009
nafld,13569,3,20261009
nafld,13574,1,20261009
nafld,13592,5,20261009
nafld,13622,2,20261009
nafld,13624,4,20261009
nafld,13627,2,20261009
nafld,13639,4,20261009
nafld,13658,3,20261009
nafld,13677,2,20261009
nafld,13681,3,20261009
nafld,13692,1,20261009
nafld,13707,2,20261009
nafld,13711,1,20261009
nafld,13725,5,20261009
nafld,13728,3,20261009
nafld,13730,4,20261009
nafld,13731,5,20261009
nafld,13746,2,20261009
nafld,13755,3,20261009
nafld,13781,2,20261009
nafld,13796,4,20261009
nafld,13810,2,20261009
nafld,13812,4,20261009
nafld,13857,4,20261009
nafld,13893,5,20261009
nafld,13910,5,20261009
nafld,13911,2,20261009
nafld,13918,4,20261009
nafld,13932,4,20261009
nafld,13935,3,20261009
nafld,13936,4,20261009
nafld,13959,5,20261009
nafld,13971,1,20261009
nafld,13977,5,20261009
nafld,13985,4,20261009
nafld,14005,4,20261009
nafld,14009,5,20261009
nafld,14020,3,20261009
nafld,14024,3,20261009
nafld,14029,1,20261009
nafld,14036,3,20261009
nafld,14039,5,20261009
nafld,14048,3,20261009
nafld,14054,2,20261009
nafld,14069,3,20261009
nafld,14083,4,20261009
nafld,14097,1,20261009
nafld,14103,2,20261009
nafld,14107,2,20261009
nafld,14114,5,20261009
nafld,14143,2,20261009
nafld,14144,1,20261009
nafld,14150,3,20261009
nafld,14157,2,20261009
nafld,14159,1,20261009
nafld,14162,2,20261009
nafld,14176,5,20261009
nafld,14178,3,20261009
nafld,14187,5,20261009
nafld,14198,4,20261009
nafld,14228,4,20261009
nafld,14231,1,20261009
nafld,14242,1,20261009
nafld,14272,5,20261009
nafld,14325,5,20261009
nafld,14330,4,20261009
nafld,14332,1,20261009
nafld,14343,1,20261009
nafld,14351,4,20261009
nafld,14380,4,20261009
nafld,14405,4,20261009
nafld,14411,2,20261009
nafld,14427,3,20261009
nafld,14435,1,20261009
nafld,14447,3,20261009
nafld,14450,4,20261009
nafld,14460,2,20261009
nafld,14462,5,20261009
nafld,14481,3,20261009
nafld,14487,3,20261009
nafld,14492,1,20261009
nafld,14513,1,20261009
nafld,14534,3,20261009
nafld,14539,2,20261009
nafld,14551,4,20261009
nafld,14559,1,20261009
nafld,14575,4,20261009
nafld,14591,5,20261009
nafld,14593,5,20261009
nafld,14614,2,20261009
nafld,14628,2,20261009
nafld,14633,3,20261009
nafld,14644,3,20261009
nafld,14647,1,20261009
nafld,14653,2,20261009
nafld,14672,1,20261009
nafld,14733,5,20261009
nafld,14738,1,20261009
nafld,14743,4,20261009
nafld,14749,5,20261009
nafld,14752,3,20261009
nafld,14791,2,20261009
nafld,14798,2,20261009
nafld,14814,1,20261009
nafld,14818,3,20261009
nafld,14829,5,20261009
nafld,14831,4,20261009
nafld,14845,5,20261009
nafld,14846,1,20261009
nafld,14851,2,20261009
nafld,14852,5,20261009
nafld,14853,3,20261009
nafld,14870,5,20261009
nafld,14906,1,20261009
nafld,14913,5,20261009
nafld,14923,3,20261009
nafld,14935,3,20261009
nafld,14942,5,20261009
nafld,14958,5,20261009
nafld,14967,4,20261009
nafld,14969,1,20261009
nafld,14983,4,20261009
nafld,14986,2,20261009
nafld,14993,5,20261009
nafld,15004,3,20261009
nafld,15017,5,20261009
nafld,15022,1,20261009
nafld,15027,5,20261009
nafld,15028,4,20261009
nafld,15037,1,20261009
nafld,15067,1,20261009
nafld,15116,4,20261009
nafld,15117,4,20261009
nafld,15133,5,20261009
nafld,15145,4,20261009
nafld,15146,3,20261009
nafld,15158,1,20261009
nafld,15161,1,20261009
nafld,15174,4,20261009
nafld,15176,4,20261009
nafld,15215,2,20261009
nafld,15226,2,20261009
nafld,15227,3,20261009
nafld,15231,5,20261009
nafld,15251,3,20261009
nafld,15255,1,20261009
nafld,15256,5,20261009
nafld,15310,1,20261009
nafld,15317,2,20261009
nafld,15330,2,20261009
nafld,15334,3,20261009
nafld,15340,2,20261009
nafld,15346,2,20261009
nafld,15364,4,20261009
nafld,15368,2,20261009
nafld,15382,1,20261009
nafld,15384,1,20261009
nafld,15387,4,20261009
nafld,15400,1,20261009
nafld,15411,1,20261009
nafld,15420,5,20261009
nafld,15422,5,20261009
nafld,15428,2,20261009
nafld,15446,5,20261009
nafld,15452,1,20261009
nafld,15453,5,20261009
nafld,15477,2,20261009
nafld,15483,2,20261009
nafld,15487,2,20261009
nafld,15514,4,20261009
nafld,15526,3,20261009
nafld,15539,4,20261009
nafld,15546,2,20261009
nafld,15548,4,20261009
nafld,15575,3,20261009
nafld,15580,2,20261009
nafld,15589,5,20261009
nafld,15590,2,20261009
nafld,15613,1,20261009
nafld,15617,4,20261009
nafld,15622,3,20261009
nafld,15629,2,20261009
nafld,15666,3,20261009
nafld,15667,3,20261009
nafld,15673,5,20261009
nafld,15678,4,20261009
nafld,15686,2,20261009
nafld,15687,1,20261009
nafld,15718,1,20261009
nafld,15729,5,20261009
nafld,15735,5,20261009
nafld,15745,4,20261009
nafld,15746,2,20261009
nafld,15747,5,20261009
nafld,15751,5,20261009
nafld,15766,3,20261009
nafld,15776,2,20261009
nafld,15778,1,20261009
nafld,15789,3,20261009
nafld,15791,5,20261009
nafld,15805,4,20261009
nafld,15825,2,20261009
nafld,15869,3,20261009
nafld,15873,1,20261009
nafld,15874,4,20261009
nafld,15886,5,20261009
nafld,15897,3,20261009
nafld,15898,4,20261009
nafld,15924,1,20261009
nafld,15925,3,20261009
nafld,15927,2,20261009
nafld,15929,2,20261009
nafld,15937,5,20261009
nafld,15938,1,20261009
nafld,15939,5,20261009
nafld,15968,1,20261009
nafld,15992,3,20261009
nafld,15993,5,20261009
nafld,15995,4,20261009
nafld,15999,5,20261009
nafld,16002,3,20261009
nafld,16019,4,20261009
nafld,16023,4,20261009
nafld,16026,1,20261009
nafld,16038,1,20261009
nafld,16049,4,20261009
nafld,16054,2,20261009
nafld,16059,1,20261009
nafld,16063,1,20261009
nafld,16065,1,20261009
nafld,16084,3,20261009
nafld,16087,5,20261009
nafld,16105,3,20261009
nafld,16117,2,20261009
nafld,16127,1,20261009
nafld,16137,3,20261009
nafld,16138,4,20261009
nafld,16143,3,20261009
nafld,16149,2,20261009
nafld,16186,3,20261009
nafld,16188,1,20261009
nafld,16191,3,20261009
nafld,16204,1,20261009
nafld,16206,1,20261009
nafld,16217,1,20261009
nafld,16220,4,20261009
nafld,16229,1,20261009
nafld,16251,1,20261009
nafld,16269,5,20261009
nafld,16285,5,20261009
nafld,16321,3,20261009
nafld,16334,4,20261009
nafld,16361,2,20261009
nafld,16362,1,20261009
nafld,16411,3,20261009
nafld,16413,3,20261009
nafld,16424,5,20261009
nafld,16458,4,20261009
nafld,16461,5,20261009
nafld,16538,2,20261009
nafld,16544,3,20261009
nafld,16581,5,20261009
nafld,16600,1,20261009
nafld,16605,1,20261009
nafld,16612,3,20261009
nafld,16620,3,20261009
nafld,16622,2,20261009
nafld,16626,1,20261009
nafld,16640,4,20261009
nafld,16650,4,20261009
nafld,16669,4,20261009
nafld,16676,1,20261009
nafld,16687,2,20261009
nafld,16697,2,20261009
nafld,16701,1,20261009
nafld,16724,3,20261009
nafld,16735,5,20261009
nafld,16741,5,20261009
nafld,16748,4,20261009
nafld,16762,1,20261009
nafld,16776,5,20261009
nafld,16782,5,20261009
nafld,16786,3,20261009
nafld,16791,1,20261009
nafld,16800,5,20261009
nafld,16829,4,20261009
nafld,16838,2,20261009
nafld,16852,4,20261009
nafld,16854,1,20261009
nafld,16855,4,20261009
nafld,16856,2,20261009
nafld,16862,3,20261009
nafld,16871,4,20261009
nafld,16879,2,20261009
nafld,16886,4,20261009
nafld,16908,3,20261009
nafld,16915,2,20261009
nafld,16916,2,20261009
nafld,16918,3,20261009
nafld,16932,4,20261009
nafld,16935,2,20261009
nafld,16951,3,20261009
nafld,16962,1,20261009
nafld,16966,4,20261009
nafld,16978,1,20261009
nafld,16991,3,20261009
nafld,16996,2,20261009
nafld,17002,3,20261009
nafld,17020,2,20261009
nafld,17100,1,20261009
nafld,17109,5,20261009
nafld,17138,5,20261009
nafld,17167,2,20261009
nafld,17184,5,20261009
nafld,17195,3,20261009
nafld,17209,2,20261009
nafld,17213,4,20261009
nafld,17231,4,20261009
nafld,17238,2,20261009
nafld,17268,4,20261009
nafld,17280,1,20261009
nafld,17282,1,20261009
nafld,17283,1,20261009
nafld,17286,5,20261009
nafld,17291,4,20261009
nafld,17320,2,20261009
nafld,17327,1,20261009
nafld,17331,2,20261009
nafld,17367,1,20261009
nafld,17387,5,20261009
nafld,17396,2,20261009
nafld,17407,5,20261009
nafld,17409,1,20261009
nafld,17418,2,20261009
nafld,17428,4,20261009
nafld,17441,3,20261009
nafld,17451,2,20261009
nafld,17460,1,20261009
nafld,17462,2,20261009
nafld,17479,4,20261009
nafld,17481,3,20261009
nafld,17489,1,20261009
nafld,17494,2,20261009
nafld,17504,4,20261009
nafld,17509,3,20261009
nafld,17545,3,20261009
nafld,1,1,20261009
nafld,4,1,20261009
nafld,13,4,20261009
nafld,29,4,20261009
nafld,60,1,20261009
nafld,63,2,20261009
nafld,77,4,20261009
nafld,100,1,20261009
nafld,103,5,20261009
nafld,118,5,20261009
nafld,126,2,20261009
nafld,137,3,20261009
nafld,162,2,20261009
nafld,168,3,20261009
nafld,180,5,20261009
nafld,193,2,20261009
nafld,206,3,20261009
nafld,224,4,20261009
nafld,229,2,20261009
nafld,233,3,20261009
nafld,237,3,20261009
nafld,248,3,20261009
nafld,255,3,20261009
nafld,263,1,20261009
nafld,271,2,20261009
nafld,277,3,20261009
nafld,285,3,20261009
nafld,287,4,20261009
nafld,294,4,20261009
nafld,310,5,20261009
nafld,311,5,20261009
nafld,335,1,20261009
nafld,344,5,20261009
nafld,360,3,20261009
nafld,361,4,20261009
nafld,367,2,20261009
nafld,376,4,20261009
nafld,400,1,20261009
nafld,420,5,20261009
nafld,425,4,20261009
nafld,427,3,20261009
nafld,428,1,20261009
nafld,445,4,20261009
nafld,452,1,20261009
nafld,455,3,20261009
nafld,462,1,20261009
nafld,465,4,20261009
nafld,507,3,20261009
nafld,517,5,20261009
nafld,520,3,20261009
nafld,522,4,20261009
nafld,533,1,20261009
nafld,538,2,20261009
nafld,540,4,20261009
nafld,541,2,20261009
nafld,589,4,20261009
nafld,593,5,20261009
nafld,599,4,20261009
nafld,604,2,20261009
nafld,629,1,20261009
nafld,635,2,20261009
nafld,642,2,20261009
nafld,664,2,20261009
nafld,675,4,20261009
nafld,681,4,20261009
nafld,687,1,20261009
nafld,706,3,20261009
nafld,711,3,20261009
nafld,712,2,20261009
nafld,714,2,20261009
nafld,715,3,20261009
nafld,741,4,20261009
nafld,748,2,20261009
nafld,764,1,20261009
nafld,805,3,20261009
nafld,807,5,20261009
nafld,818,3,20261009
nafld,819,4,20261009
nafld,832,4,20261009
nafld,833,3,20261009
nafld,835,3,20261009
nafld,849,2,20261009
nafld,851,1,20261009
nafld,858,3,20261009
nafld,866,4,20261009
nafld,868,2,20261009
nafld,880,4,20261009
nafld,890,2,20261009
nafld,891,2,20261009
nafld,893,2,20261009
nafld,917,2,20261009
nafld,930,3,20261009
nafld,948,5,20261009
nafld,960,1,20261009
nafld,961,5,20261009
nafld,968,2,20261009
nafld,969,4,20261009
nafld,988,5,20261009
nafld,1000,3,20261009
nafld,1027,1,20261009
nafld,1030,5,20261009
nafld,1036,1,20261009
nafld,1052,5,20261009
nafld,1056,2,20261009
nafld,1081,5,20261009
nafld,1099,3,20261009
nafld,1106,5,20261009
nafld,1116,2,20261009
nafld,1119,5,20261009
nafld,1131,1,20261009
nafld,1140,4,20261009
nafld,1159,1,20261009
nafld,1160,3,20261009
nafld,1205,4,20261009
nafld,1237,3,20261009
nafld,1238,2,20261009
nafld,1242,5,20261009
nafld,1265,1,20261009
nafld,1277,4,20261009
nafld,1284,5,20261009
nafld,1285,2,20261009
nafld,1293,2,20261009
nafld,1294,1,20261009
nafld,1300,5,20261009
nafld,1315,2,20261009
nafld,1324,2,20261009
nafld,1331,3,20261009
nafld,1339,3,20261009
nafld,1346,5,20261009
nafld,1364,3,20261009
nafld,1367,2,20261009
nafld,1372,5,20261009
nafld,1373,1,20261009
nafld,1384,5,20261009
nafld,1408,5,20261009
nafld,1425,4,20261009
nafld,1458,1,20261009
nafld,1460,4,20261009
nafld,1474,5,20261009
nafld,1499,4,20261009
nafld,1522,5,20261009
nafld,1549,1,20261009
nafld,1583,4,20261009
nafld,1592,2,20261009
nafld,1594,3,20261009
nafld,1601,5,20261009
nafld,1604,3,20261009
nafld,1606,5,20261009
nafld,1626,2,20261009
nafld,1665,5,20261009
nafld,1706,2,20261009
nafld,1716,5,20261009
nafld,1735,3,20261009
nafld,1738,4,20261009
nafld,1742,1,20261009
nafld,1749,3,20261009
nafld,1762,2,20261009
nafld,1782,3,20261009
nafld,1794,5,20261009
nafld,1803,5,20261009
nafld,1818,3,20261009
nafld,1844,4,20261009
nafld,1849,2,20261009
nafld,1862,2,20261009
nafld,1867,5,20261009
nafld,1895,1,20261009
nafld,1901,5,20261009
nafld,1905,2,20261009
nafld,1907,2,20261009
nafld,1911,4,20261009
nafld,1912,3,20261009
nafld,1913,5,20261009
nafld,1938,3,20261009
nafld,1953,4,20261009
nafld,1958,1,20261009
nafld,1961,5,20261009
nafld,1971,3,20261009
nafld,1988,3,20261009
nafld,1994,3,20261009
nafld,2020,2,20261009
nafld,2021,5,20261009
nafld,2052,4,20261009
nafld,2055,5,20261009
nafld,2081,4,20261009
nafld,2111,5,20261009
nafld,2113,5,20261009
nafld,2140,3,20261009
nafld,2141,5,20261009
nafld,2143,5,20261009
nafld,2157,2,20261009
nafld,2207,3,20261009
nafld,2215,4,20261009
nafld,2217,3,20261009
nafld,2233,1,20261009
nafld,2235,3,20261009
nafld,2237,2,20261009
nafld,2255,4,20261009
nafld,2257,1,20261009
nafld,2276,1,20261009
nafld,2283,5,20261009
nafld,2297,2,20261009
nafld,2298,2,20261009
nafld,2302,4,20261009
nafld,2303,3,20261009
nafld,2315,5,20261009
nafld,2325,3,20261009
nafld,2329,3,20261009
nafld,2346,1,20261009
nafld,2355,3,20261009
nafld,2366,1,20261009
nafld,2376,1,20261009
nafld,2383,5,20261009
nafld,2403,1,20261009
nafld,2435,1,20261009
nafld,2441,1,20261009
nafld,2444,3,20261009
nafld,2453,5,20261009
nafld,2455,5,20261009
nafld,2474,5,20261009
nafld,2491,2,20261009
nafld,2494,5,20261009
nafld,2506,3,20261009
nafld,2521,4,20261009
nafld,2547,3,20261009
nafld,2549,3,20261009
nafld,2561,3,20261009
nafld,2586,4,20261009
nafld,2603,5,20261009
nafld,2610,1,20261009
nafld,2636,3,20261009
nafld,2650,2,20261009
nafld,2675,2,20261009
nafld,2709,1,20261009
nafld,2722,1,20261009
nafld,2724,1,20261009
nafld,2729,2,20261009
nafld,2743,1,20261009
nafld,2753,5,20261009
nafld,2771,4,20261009
nafld,2784,1,20261009
nafld,2801,4,20261009
nafld,2806,1,20261009
nafld,2812,2,20261009
nafld,2827,5,20261009
nafld,2837,1,20261009
nafld,2842,3,20261009
nafld,2865,3,20261009
nafld,2872,4,20261009
nafld,2873,3,20261009
nafld,2876,1,20261009
nafld,2880,1,20261009
nafld,2900,3,20261009
nafld,2916,2,20261009
nafld,2919,4,20261009
nafld,2925,1,20261009
nafld,2932,4,20261009
nafld,2943,4,20261009
nafld,2957,2,20261009
nafld,2960,4,20261009
nafld,2970,1,20261009
nafld,2971,2,20261009
nafld,2981,1,20261009
nafld,2992,5,20261009
nafld,3003,4,20261009
nafld,3010,3,20261009
nafld,3022,2,20261009
nafld,3033,3,20261009
nafld,3039,5,20261009
nafld,3053,1,20261009
nafld,3055,2,20261009
nafld,3058,2,20261009
nafld,3067,4,20261009
nafld,3084,2,20261009
nafld,3092,1,20261009
nafld,3104,5,20261009
nafld,3111,2,20261009
nafld,3112,1,20261009
nafld,3114,5,20261009
nafld,3115,2,20261009
nafld,3119,2,20261009
nafld,3122,3,20261009
nafld,3124,3,20261009
nafld,3138,2,20261009
nafld,3150,1,20261009
nafld,3163,1,20261009
nafld,3168,3,20261009
nafld,3213,5,20261009
nafld,3217,5,20261009
nafld,3223,4,20261009
nafld,3238,3,20261009
nafld,3245,3,20261009
nafld,3248,3,20261009
nafld,3252,5,20261009
nafld,3256,3,20261009
nafld,3257,5,20261009
nafld,3281,5,20261009
nafld,3283,1,20261009
nafld,3291,1,20261009
nafld,3297,2,20261009
nafld,3320,3,20261009
nafld,3337,4,20261009
nafld,3345,5,20261009
nafld,3353,4,20261009
nafld,3355,2,20261009
nafld,3361,4,20261009
nafld,3369,2,20261009
nafld,3372,2,20261009
nafld,3409,3,20261009
nafld,3411,2,20261009
nafld,3424,1,20261009
nafld,3470,3,20261009
nafld,3478,5,20261009
nafld,3488,3,20261009
nafld,3494,2,20261009
nafld,3496,1,20261009
nafld,3512,4,20261009
nafld,3525,1,20261009
nafld,3532,2,20261009
nafld,3567,5,20261009
nafld,3575,1,20261009
nafld,3581,5,20261009
nafld,3582,4,20261009
nafld,3621,2,20261009
nafld,3633,1,20261009
nafld,3635,2,20261009
nafld,3642,3,20261009
nafld,3662,5,20261009
nafld,3663,4,20261009
nafld,3668,5,20261009
nafld,3674,2,20261009
nafld,3676,5,20261009
nafld,3678,1,20261009
nafld,3693,2,20261009
nafld,3699,5,20261009
nafld,3711,5,20261009
nafld,3755,1,20261009
nafld,3767,3,20261009
nafld,3770,4,20261009
nafld,3771,4,20261009
nafld,3783,3,20261009
nafld,3787,4,20261009
nafld,3789,1,20261009
nafld,3790,3,20261009
nafld,3791,3,20261009
nafld,3865,1,20261009
nafld,3874,3,20261009
nafld,3877,3,20261009
nafld,3883,5,20261009
nafld,3905,2,20261009
nafld,3909,1,20261009
nafld,3920,5,20261009
nafld,3933,4,20261009
nafld,3940,1,20261009
nafld,3968,3,20261009
nafld,3971,3,20261009
nafld,3979,4,20261009
nafld,3982,3,20261009
nafld,3984,5,20261009
nafld,4014,4,20261009
nafld,4025,1,20261009
nafld,4027,3,20261009
nafld,4051,5,20261009
nafld,4062,5,20261009
nafld,4063,5,20261009
nafld,4072,2,20261009
nafld,4087,5,20261009
nafld,4099,4,20261009
nafld,4102,4,20261009
nafld,4115,3,20261009
nafld,4116,2,20261009
nafld,4132,2,20261009
nafld,4147,1,20261009
nafld,4164,3,20261009
nafld,4181,3,20261009
nafld,4183,2,20261009
nafld,4195,3,20261009
nafld,4219,5,20261009
nafld,4222,4,20261009
nafld,4227,1,20261009
nafld,4229,5,20261009
nafld,4256,5,20261009
nafld,4259,3,20261009
nafld,4260,4,20261009
nafld,4264,2,20261009
nafld,4272,4,20261009
nafld,4276,5,20261009
nafld,4277,1,20261009
nafld,4280,2,20261009
nafld,4291,2,20261009
nafld,4294,3,20261009
nafld,4297,5,20261009
nafld,4331,1,20261009
nafld,4342,1,20261009
nafld,4355,4,20261009
nafld,4367,5,20261009
nafld,4396,5,20261009
nafld,4397,4,20261009
nafld,4437,4,20261009
nafld,4443,4,20261009
nafld,4455,3,20261009
nafld,4466,4,20261009
nafld,4475,1,20261009
nafld,4488,3,20261009
nafld,4514,4,20261009
nafld,4529,4,20261009
nafld,4535,2,20261009
nafld,4563,3,20261009
nafld,4566,2,20261009
nafld,4574,5,20261009
nafld,4600,2,20261009
nafld,4601,3,20261009
nafld,4605,3,20261009
nafld,4612,2,20261009
nafld,4616,2,20261009
nafld,4622,5,20261009
nafld,4636,5,20261009
nafld,4642,5,20261009
nafld,4662,2,20261009
nafld,4668,1,20261009
nafld,4683,4,20261009
nafld,4686,5,20261009
nafld,4715,4,20261009
nafld,4747,4,20261009
nafld,4752,5,20261009
nafld,4757,1,20261009
nafld,4762,4,20261009
nafld,4765,2,20261009
nafld,4775,5,20261009
nafld,4787,5,20261009
nafld,4796,4,20261009
nafld,4819,3,20261009
nafld,4821,3,20261009
nafld,4850,5,20261009
nafld,4866,2,20261009
nafld,4872,1,20261009
nafld,4873,2,20261009
nafld,4878,4,20261009
nafld,4900,4,20261009
nafld,4912,4,20261009
nafld,4915,1,20261009
nafld,4916,3,20261009
nafld,4956,1,20261009
nafld,4976,4,20261009
nafld,5004,3,20261009
nafld,5010,5,20261009
nafld,5027,3,20261009
nafld,5039,5,20261009
nafld,5057,3,20261009
nafld,5066,3,20261009
nafld,5073,2,20261009
nafld,5075,3,20261009
nafld,5090,5,20261009
nafld,5097,2,20261009
nafld,5104,1,20261009
nafld,5109,5,20261009
nafld,5121,2,20261009
nafld,5135,4,20261009
nafld,5144,1,20261009
nafld,5158,4,20261009
nafld,5163,3,20261009
nafld,5165,1,20261009
nafld,5173,5,20261009
nafld,5183,1,20261009
nafld,5189,4,20261009
nafld,5218,2,20261009
nafld,5219,5,20261009
nafld,5231,4,20261009
nafld,5233,3,20261009
nafld,5240,5,20261009
nafld,5255,5,20261009
nafld,5290,1,20261009
nafld,5292,2,20261009
nafld,5298,2,20261009
nafld,5300,5,20261009
nafld,5310,5,20261009
nafld,5315,2,20261009
nafld,5318,3,20261009
nafld,5323,5,20261009
nafld,5336,1,20261009
nafld,5343,1,20261009
nafld,5346,5,20261009
nafld,5385,5,20261009
nafld,5386,1,20261009
nafld,5436,2,20261009
nafld,5443,3,20261009
nafld,5447,4,20261009
nafld,5464,4,20261009
nafld,5491,3,20261009
nafld,5492,4,20261009
nafld,5505,3,20261009
nafld,5513,5,20261009
nafld,5515,5,20261009
nafld,5521,4,20261009
nafld,5558,1,20261009
nafld,5559,3,20261009
nafld,5566,5,20261009
nafld,5567,2,20261009
nafld,5573,1,20261009
nafld,5581,5,20261009
nafld,5582,4,20261009
nafld,5586,4,20261009
nafld,5626,5,20261009
nafld,5635,2,20261009
nafld,5641,4,20261009
nafld,5685,4,20261009
nafld,5696,2,20261009
nafld,5699,5,20261009
nafld,5708,4,20261009
nafld,5735,1,20261009
nafld,5754,3,20261009
nafld,5759,3,20261009
nafld,5776,1,20261009
nafld,5780,1,20261009
nafld,5786,5,20261009
nafld,5788,5,20261009
nafld,5798,2,20261009
nafld,5811,4,20261009
nafld,5814,2,20261009
nafld,5830,4,20261009
nafld,5840,4,20261009
nafld,5841,5,20261009
nafld,5851,3,20261009
nafld,5861,4,20261009
nafld,5862,3,20261009
nafld,5882,3,20261009
nafld,5893,5,20261009
nafld,5900,1,20261009
nafld,5901,4,20261009
nafld,5926,5,20261009
nafld,5945,1,20261009
nafld,5990,3,20261009
nafld,5992,4,20261009
nafld,5995,2,20261009
nafld,5997,1,20261009
nafld,5999,4,20261009
nafld,6038,2,20261009
nafld,6071,4,20261009
nafld,6082,2,20261009
nafld,6096,1,20261009
nafld,6103,4,20261009
nafld,6105,1,20261009
nafld,6128,3,20261009
nafld,6137,4,20261009
nafld,6143,3,20261009
nafld,6153,2,20261009
nafld,6154,4,20261009
nafld,6161,1,20261009
nafld,6169,3,20261009
nafld,6172,2,20261009
nafld,6179,5,20261009
nafld,6200,5,20261009
nafld,6201,4,20261009
nafld,6204,4,20261009
nafld,6215,4,20261009
nafld,6217,4,20261009
nafld,6235,3,20261009
nafld,6237,3,20261009
nafld,6240,5,20261009
nafld,6256,1,20261009
nafld,6274,3,20261009
nafld,6275,4,20261009
nafld,6280,2,20261009
nafld,6289,3,20261009
nafld,6292,2,20261009
nafld,6306,1,20261009
nafld,6316,4,20261009
nafld,6317,4,20261009
nafld,6328,3,20261009
nafld,6330,1,20261009
nafld,6331,1,20261009
nafld,6335,5,20261009
nafld,6353,3,20261009
nafld,6368,2,20261009
nafld,6370,3,20261009
nafld,6389,4,20261009
nafld,6427,4,20261009
nafld,6441,5,20261009
nafld,6446,4,20261009
nafld,6451,4,20261009
nafld,6485,1,20261009
nafld,6522,1,20261009
nafld,6542,3,20261009
nafld,6555,4,20261009
nafld,6572,1,20261009
nafld,6580,4,20261009
nafld,6584,2,20261009
nafld,6616,1,20261009
nafld,6619,3,20261009
nafld,6628,5,20261009
nafld,6635,2,20261009
nafld,6646,1,20261009
nafld,6647,5,20261009
nafld,6648,4,20261009
nafld,6649,1,20261009
nafld,6652,4,20261009
nafld,6683,2,20261009
nafld,6716,3,20261009
nafld,6718,5,20261009
nafld,6732,3,20261009
nafld,6758,3,20261009
nafld,6765,5,20261009
nafld,6766,3,20261009
nafld,6770,2,20261009
nafld,6778,2,20261009
nafld,6785,2,20261009
nafld,6814,3,20261009
nafld,6837,5,20261009
nafld,6859,2,20261009
nafld,6866,1,20261009
nafld,6883,1,20261009
nafld,6887,5,20261009
nafld,6900,5,20261009
nafld,6905,1,20261009
nafld,6917,4,20261009
nafld,6921,4,20261009
nafld,6938,5,20261009
nafld,6950,3,20261009
nafld,6955,3,20261009
nafld,7007,1,20261009
nafld,7026,5,20261009
nafld,7027,4,20261009
nafld,7034,1,20261009
nafld,7041,3,20261009
nafld,7044,2,20261009
nafld,7047,4,20261009
nafld,7050,5,20261009
nafld,7051,1,20261009
nafld,7053,4,20261009
nafld,7065,4,20261009
nafld,7076,5,20261009
nafld,7092,2,20261009
nafld,7096,3,20261009
nafld,7118,3,20261009
nafld,7121,1,20261009
nafld,7147,1,20261009
nafld,7151,1,20261009
nafld,7174,3,20261009
nafld,7175,5,20261009
nafld,7176,4,20261009
nafld,7178,2,20261009
nafld,7216,2,20261009
nafld,7230,1,20261009
nafld,7231,1,20261009
nafld,7242,2,20261009
nafld,7259,4,20261009
nafld,7264,2,20261009
nafld,7278,4,20261009
nafld,7293,4,20261009
nafld,7297,2,20261009
nafld,7306,5,20261009
nafld,7311,4,20261009
nafld,7315,4,20261009
nafld,7317,4,20261009
nafld,7322,3,20261009
nafld,7325,2,20261009
nafld,7347,1,20261009
nafld,7348,3,20261009
nafld,7352,5,20261009
nafld,7372,4,20261009
nafld,7387,4,20261009
nafld,7406,5,20261009
nafld,7409,1,20261009
nafld,7480,2,20261009
nafld,7484,1,20261009
nafld,7490,1,20261009
nafld,7495,1,20261009
nafld,7496,3,20261009
nafld,7499,1,20261009
nafld,7514,5,20261009
nafld,7568,4,20261009
nafld,7572,3,20261009
nafld,7575,4,20261009
nafld,7589,2,20261009
